即時值查詢
資料時間：2024/05/27~2026/05/27
"測站","日期","測項","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
花蓮,2025/07/20,PM2.5,0,0,0,4,2,1,3,3,1,3,5,11,7,11,7,4,3,4,3,6,4,1,1,1
花蓮,2025/07/21,PM2.5,1,1,1,2,4,4,5,4,5,4,6,6,4,5,5,9,4,3,2,1,4,6,4,2
花蓮,2025/07/22,PM2.5,6,4,4,4,7,7,5,3,4,7,4,4,5,3,5,4,1,5,6,5,7,7,3,5
花蓮,2025/07/23,PM2.5,4,5,8,6,5,4,4,11,6,9,5,3,7,6,4,4,4,3,8,7,5,7,5,5
花蓮,2025/07/24,PM2.5,6,6,6,6,5,2,1,6,7,5,7,15,#,13,9,8,8,5,1,4,5,7,7,6
花蓮,2025/07/25,PM2.5,7,4,6,6,5,11,6,2,3,6,8,7,9,8,6,7,6,5,2,3,6,8,8,6
花蓮,2025/07/26,PM2.5,1,1,4,7,6,3,7,10,8,7,4,5,6,6,6,7,5,5,6,7,6,6,7,6
花蓮,2025/07/27,PM2.5,6,7,9,8,8,8,5,7,8,12,8,6,9,8,7,7,11,8,7,11,8,8,11,10
花蓮,2025/07/28,PM2.5,13,10,8,13,8,8,9,6,10,11,16,12,9,5,13,9,9,6,6,9,6,4,3,2
花蓮,2025/07/29,PM2.5,1,4,3,2,9,7,9,7,6,#,3,7,4,2,8,8,7,9,7,6,5,4,5,5
花蓮,2025/07/30,PM2.5,7,8,5,3,5,8,5,3,5,8,8,7,6,5,5,5,5,5,6,5,5,4,6,6
花蓮,2025/07/31,PM2.5,4,5,6,5,3,6,4,2,2,6,5,6,4,5,4,5,8,6,5,8,6,3,2,5
花蓮,2025/08/01,PM2.5,3,2,3,3,4,3,6,8,7,11,10,8,5,6,6,15,8,4,2,6,13,17,5,10
花蓮,2025/08/02,PM2.5,9,7,7,9,6,6,7,9,9,9,8,10,10,9,7,4,6,9,9,12,10,7,9,12
花蓮,2025/08/03,PM2.5,8,5,7,10,8,7,8,9,9,6,4,4,4,4,6,4,4,2,2,0,4,5,8,7
花蓮,2025/08/04,PM2.5,6,8,6,2,0,7,6,5,8,#,7,8,9,7,10,10,11,9,12,13,13,8,11,8
花蓮,2025/08/05,PM2.5,4,4,4,5,6,4,8,10,6,8,11,10,7,9,7,12,9,7,5,8,7,10,8,17
花蓮,2025/08/06,PM2.5,9,11,11,10,15,10,11,11,11,11,7,12,12,10,10,10,17,14,14,10,12,19,13,10
花蓮,2025/08/07,PM2.5,9,9,9,9,13,10,11,12,12,9,15,14,10,8,9,11,9,8,6,7,7,5,8,8
花蓮,2025/08/08,PM2.5,7,8,9,7,7,5,7,7,8,10,7,7,7,5,9,6,5,7,4,2,3,3,7,8
花蓮,2025/08/09,PM2.5,6,8,7,7,7,4,4,8,9,7,6,7,6,7,7,5,3,6,4,2,8,8,6,5
花蓮,2025/08/10,PM2.5,4,6,6,5,4,6,4,8,7,10,6,8,10,7,5,4,7,7,5,4,5,6,8,7
花蓮,2025/08/11,PM2.5,5,3,6,5,3,5,5,5,6,#,11,7,5,4,3,2,8,7,7,5,5,7,10,7
花蓮,2025/08/12,PM2.5,3,7,5,3,6,4,11,8,6,4,10,9,9,6,8,7,5,3,3,8,6,8,9,5
花蓮,2025/08/13,PM2.5,3,3,3,3,2,5,8,6,11,8,9,19,12,16,16,12,12,12,7,6,9,8,4,2
花蓮,2025/08/14,PM2.5,0,2,2,2,5,6,9,6,3,6,7,6,5,7,7,6,8,5,4,6,5,6,4,5
花蓮,2025/08/15,PM2.5,7,6,4,4,9,6,7,6,6,5,4,3,3,2,0,1,4,5,3,4,4,4,7,7
花蓮,2025/08/16,PM2.5,4,0,3,6,5,3,4,2,5,5,4,4,3,1,4,6,7,5,2,3,4,6,10,5
花蓮,2025/08/17,PM2.5,3,5,4,5,6,5,6,6,4,1,0,3,4,6,7,6,6,5,6,7,5,6,4,8
花蓮,2025/08/18,PM2.5,6,5,8,5,4,7,5,3,4,8,7,4,6,5,9,8,5,4,4,9,9,7,10,11
花蓮,2025/08/19,PM2.5,6,5,7,8,7,5,7,5,5,4,4,6,5,3,3,5,7,9,7,8,11,11,8,7
花蓮,2025/08/20,PM2.5,4,6,7,5,8,5,6,8,8,5,5,7,5,5,6,6,8,6,6,6,6,6,5,3
花蓮,2025/08/21,PM2.5,1,6,4,0,6,6,4,4,5,#,8,6,5,6,7,5,6,6,9,5,9,8,7,6
花蓮,2025/08/22,PM2.5,3,2,8,5,3,4,4,5,5,10,7,4,2,3,5,5,4,3,0,0,2,4,5,5
花蓮,2025/08/23,PM2.5,3,6,5,3,11,6,6,7,5,1,2,4,3,2,3,3,6,7,5,6,4,3,5,2
花蓮,2025/08/24,PM2.5,1,2,4,2,1,2,4,4,3,3,2,5,4,1,4,3,2,6,5,4,4,2,8,8
花蓮,2025/08/25,PM2.5,4,3,1,6,7,6,8,7,5,#,1,2,3,4,3,2,3,3,2,1,4,9,9,6
花蓮,2025/08/26,PM2.5,3,7,6,4,6,4,4,7,7,3,1,2,0,3,4,2,4,5,5,5,4,7,6,3
花蓮,2025/08/27,PM2.5,2,1,0,2,6,4,4,2,0,2,4,2,5,4,1,4,8,5,0,0,4,7,6,4
花蓮,2025/08/28,PM2.5,3,5,5,6,6,3,4,3,3,2,3,4,3,1,6,9,7,4,2,8,6,6,6,4
花蓮,2025/08/29,PM2.5,5,6,4,3,1,0,2,2,2,5,2,1,2,0,1,4,4,5,3,2,7,6,4,4
花蓮,2025/08/30,PM2.5,3,8,8,4,2,4,5,8,7,5,3,2,3,4,7,4,4,3,4,6,7,6,6,7
花蓮,2025/08/31,PM2.5,10,6,6,8,5,6,7,4,4,6,4,3,5,4,5,5,5,3,5,7,7,9,8,7
花蓮,2025/09/01,PM2.5,5,8,6,5,4,7,8,7,6,6,6,5,4,3,4,3,7,5,7,6,9,6,11,9
花蓮,2025/09/02,PM2.5,5,9,6,4,5,6,11,7,5,5,8,5,3,5,5,4,6,7,6,8,7,5,7,6
花蓮,2025/09/03,PM2.5,2,5,3,0,1,3,5,6,4,4,3,1,2,5,6,5,7,5,3,8,7,6,4,5
花蓮,2025/09/04,PM2.5,4,6,6,3,4,4,4,5,2,2,3,2,6,5,#,4,7,6,8,7,6,3,5,7
花蓮,2025/09/05,PM2.5,8,10,5,4,3,6,8,11,11,8,7,4,2,3,6,4,5,3,2,3,9,6,3,6
花蓮,2025/09/06,PM2.5,6,6,5,8,5,3,7,7,4,2,2,3,4,4,7,5,6,5,8,5,4,4,3,5
花蓮,2025/09/07,PM2.5,2,5,6,5,4,6,9,7,6,5,2,2,4,2,5,5,7,8,8,4,5,6,6,5
花蓮,2025/09/08,PM2.5,5,6,7,4,1,4,4,4,2,2,4,5,5,3,2,2,7,6,12,9,4,4,5,4
花蓮,2025/09/09,PM2.5,3,5,5,2,4,5,7,5,6,5,4,3,4,5,4,2,5,9,8,9,4,4,7,8
花蓮,2025/09/10,PM2.5,6,9,7,7,9,10,7,4,5,8,7,6,9,8,4,6,9,8,6,7,7,10,7,5
花蓮,2025/09/11,PM2.5,2,12,8,4,8,7,8,7,5,#,2,7,6,5,7,8,9,10,25,19,8,7,21,12
花蓮,2025/09/12,PM2.5,13,10,8,8,9,6,6,7,7,8,5,7,6,4,4,5,5,7,4,8,8,6,6,10
花蓮,2025/09/13,PM2.5,6,4,5,7,4,5,10,10,9,7,4,2,5,5,10,7,2,7,6,9,9,11,8,5
花蓮,2025/09/14,PM2.5,4,11,7,9,8,8,8,7,7,7,7,5,6,7,8,7,11,9,7,7,5,1,0,4
花蓮,2025/09/15,PM2.5,5,6,5,7,7,4,5,8,6,#,5,4,4,2,3,7,3,1,6,6,5,6,4,5
花蓮,2025/09/16,PM2.5,4,2,6,7,4,2,6,8,6,6,10,5,3,3,6,4,6,7,6,3,2,4,5,6
花蓮,2025/09/17,PM2.5,4,8,6,7,6,4,6,7,6,4,5,3,1,1,0,2,2,1,4,6,8,5,5,3
花蓮,2025/09/18,PM2.5,1,2,5,5,7,5,4,6,6,4,2,3,2,3,5,4,5,7,5,4,5,7,5,5
花蓮,2025/09/19,PM2.5,3,1,4,3,1,4,5,5,5,5,7,6,4,0,3,8,6,6,5,5,5,4,2,7
花蓮,2025/09/20,PM2.5,5,#,#,#,#,#,#,#,#,8,4,1,1,0,2,5,5,7,7,6,4,5,6,5
花蓮,2025/09/21,PM2.5,4,5,4,7,4,5,7,5,6,7,6,6,4,3,4,2,3,8,4,9,6,8,9,7
花蓮,2025/09/22,PM2.5,1,0,3,3,5,7,7,6,7,6,11,9,11,9,12,10,9,6,6,7,9,8,7,6
花蓮,2025/09/23,PM2.5,6,5,3,1,3,5,5,80,5,2,2,6,6,7,9,7,5,2,6,6,5,5,4,5
花蓮,2025/09/24,PM2.5,4,4,4,3,5,5,5,11,7,7,7,4,3,2,2,4,4,6,4,1,0,0,2,4
花蓮,2025/09/25,PM2.5,3,7,7,5,3,4,5,4,7,#,2,#,2,3,3,4,5,9,5,6,7,12,9,5
花蓮,2025/09/26,PM2.5,4,5,11,8,6,8,8,5,7,5,3,5,7,8,7,9,10,7,6,4,6,8,8,6
花蓮,2025/09/27,PM2.5,6,4,5,5,6,4,5,5,3,5,7,9,8,11,9,7,12,10,9,9,9,12,12,9
花蓮,2025/09/28,PM2.5,6,8,8,13,10,6,9,8,13,8,8,5,6,5,7,8,11,9,11,8,8,9,9,8
花蓮,2025/09/29,PM2.5,6,7,8,6,8,9,7,6,9,8,6,4,6,5,7,8,8,6,5,9,8,6,8,9
花蓮,2025/09/30,PM2.5,8,8,8,11,9,7,9,9,7,#,12,7,9,8,4,5,8,8,6,4,6,4,8,8
花蓮,2025/10/01,PM2.5,4,3,5,8,8,7,8,11,11,10,7,4,1,2,4,6,8,8,7,4,3,8,7,8
花蓮,2025/10/02,PM2.5,6,6,7,8,9,8,10,7,9,15,4,4,3,3,2,2,2,8,9,5,7,9,7,9
花蓮,2025/10/03,PM2.5,7,8,7,6,5,4,5,5,7,6,4,2,4,6,5,5,5,5,7,9,7,5,2,2
花蓮,2025/10/04,PM2.5,4,5,5,6,4,2,6,5,5,7,9,5,5,5,9,7,5,12,9,21,20,16,7,8
花蓮,2025/10/05,PM2.5,9,7,4,7,6,6,6,6,4,6,5,5,5,4,4,3,2,5,8,17,10,11,7,6
花蓮,2025/10/06,PM2.5,4,4,7,8,8,7,7,12,8,10,6,3,12,12,8,3,3,5,4,5,5,5,14,9
花蓮,2025/10/07,PM2.5,7,9,9,9,8,9,6,8,8,#,1,6,7,4,4,3,3,6,7,6,10,6,7,9
花蓮,2025/10/08,PM2.5,6,7,8,7,5,3,5,8,10,7,8,7,6,10,13,12,15,11,12,13,11,10,10,11
花蓮,2025/10/09,PM2.5,11,16,12,12,9,11,8,9,8,5,7,5,6,7,8,8,9,7,8,9,6,3,5,4
花蓮,2025/10/10,PM2.5,5,7,8,10,9,6,6,3,7,5,3,6,6,6,3,4,6,4,6,4,3,6,7,6
花蓮,2025/10/11,PM2.5,8,7,7,7,6,4,6,4,2,7,9,7,9,7,3,1,2,3,7,9,8,10,10,13
花蓮,2025/10/12,PM2.5,9,7,11,6,4,10,10,8,6,11,7,3,5,8,6,14,12,9,8,6,9,7,4,7
花蓮,2025/10/13,PM2.5,6,8,11,9,10,10,9,5,7,5,4,5,5,6,5,6,5,3,1,4,8,7,9,7
花蓮,2025/10/14,PM2.5,5,9,6,3,9,6,5,6,6,6,3,3,10,8,9,10,9,16,11,9,7,9,7,7
花蓮,2025/10/15,PM2.5,5,10,9,8,9,12,8,8,8,5,7,8,6,9,8,6,6,12,8,12,8,11,7,9
花蓮,2025/10/16,PM2.5,5,8,7,8,7,4,8,8,8,#,10,14,11,12,10,16,9,9,13,12,12,9,13,11
花蓮,2025/10/17,PM2.5,9,11,8,7,13,9,11,7,7,5,12,10,6,3,6,10,9,8,10,9,10,9,6,6
花蓮,2025/10/18,PM2.5,7,9,6,5,6,5,8,5,5,6,7,4,3,6,5,5,3,6,5,7,6,7,9,6
花蓮,2025/10/19,PM2.5,2,5,4,5,6,3,8,7,5,11,7,4,2,3,4,2,8,6,6,6,4,4,4,4
花蓮,2025/10/20,PM2.5,4,6,5,4,6,6,4,3,2,1,3,4,4,2,4,5,4,6,7,9,6,4,6,4
花蓮,2025/10/21,PM2.5,2,5,3,1,5,6,4,8,6,3,4,3,2,3,5,5,5,4,6,6,10,6,10,6
花蓮,2025/10/22,PM2.5,4,4,9,5,5,6,8,6,8,6,6,4,5,8,6,7,6,12,9,5,8,6,6,8
花蓮,2025/10/23,PM2.5,5,4,10,8,6,4,3,4,8,#,11,6,5,5,3,5,6,6,7,6,3,3,2,6
花蓮,2025/10/24,PM2.5,3,0,3,5,4,2,0,0,4,5,4,6,6,7,5,3,7,5,5,3,1,2,3,0
花蓮,2025/10/25,PM2.5,0,1,2,2,3,2,3,5,3,1,5,3,1,3,6,5,6,8,5,5,4,3,1,1
花蓮,2025/10/26,PM2.5,7,5,5,4,1,4,6,3,3,3,4,8,7,11,7,6,5,8,16,8,14,10,7,5
花蓮,2025/10/27,PM2.5,4,3,1,3,7,6,6,5,3,4,3,7,5,3,2,4,6,6,5,4,4,4,3,3
花蓮,2025/10/28,PM2.5,0,3,3,0,0,0,2,4,2,2,2,1,0,0,1,2,3,5,4,4,2,1,5,3
花蓮,2025/10/29,PM2.5,4,2,0,1,4,4,6,4,0,#,8,5,1,4,4,2,4,7,5,3,6,4,5,7
花蓮,2025/10/30,PM2.5,4,2,5,8,5,5,6,3,2,#,6,5,5,5,5,3,5,7,5,3,5,7,13,11
花蓮,2025/10/31,PM2.5,9,7,4,3,3,4,6,6,7,11,12,12,7,11,6,4,6,7,13,9,5,6,6,4
花蓮,2025/11/01,PM2.5,3,3,3,5,5,5,3,3,3,2,4,4,5,7,6,5,6,8,10,11,12,9,9,7
花蓮,2025/11/02,PM2.5,3,2,4,7,5,4,3,4,5,4,5,4,6,8,9,10,11,12,12,9,13,19,14,12
花蓮,2025/11/03,PM2.5,14,11,10,13,10,8,8,14,12,8,5,7,18,16,11,13,16,0,0,2,3,0,0,3
花蓮,2025/11/04,PM2.5,3,3,2,1,4,5,4,5,3,3,4,4,2,6,4,3,4,5,6,8,6,5,4,4
花蓮,2025/11/05,PM2.5,7,6,4,11,6,4,7,9,7,3,0,0,0,0,0,3,4,4,4,2,2,0,0,0
花蓮,2025/11/06,PM2.5,0,0,0,0,1,1,4,5,3,#,9,6,5,5,6,6,7,3,3,5,3,0,0,0
花蓮,2025/11/07,PM2.5,0,0,1,2,2,2,2,5,5,4,5,6,3,5,5,6,5,6,6,2,6,11,17,15
花蓮,2025/11/08,PM2.5,10,12,12,11,13,12,7,11,16,13,17,11,13,14,11,11,11,13,14,16,18,20,10,11
花蓮,2025/11/09,PM2.5,11,12,10,6,6,6,4,5,4,2,3,3,2,2,5,5,3,5,7,5,4,7,5,12
花蓮,2025/11/10,PM2.5,10,9,6,2,2,4,5,3,1,3,6,4,1,2,2,1,2,1,0,3,3,4,3,4
花蓮,2025/11/11,PM2.5,4,1,3,3,2,4,3,3,2,0,4,2,1,1,2,1,1,6,8,11,5,2,2,1
花蓮,2025/11/12,PM2.5,0,0,1,1,4,2,0,0,0,1,0,0,1,0,9,7,11,15,7,6,7,4,0,1
花蓮,2025/11/13,PM2.5,2,1,0,0,7,10,5,1,1,2,3,7,5,5,#,7,7,9,8,11,7,3,4,7
花蓮,2025/11/14,PM2.5,5,8,6,3,5,6,8,8,6,7,7,7,6,3,15,14,8,13,14,13,10,15,11,15
花蓮,2025/11/15,PM2.5,10,13,9,12,10,15,14,13,23,10,7,9,2,5,7,9,8,7,9,7,8,9,10,7
花蓮,2025/11/16,PM2.5,5,4,7,5,9,6,2,2,4,4,9,5,2,10,11,9,11,12,10,11,10,12,10,9
花蓮,2025/11/17,PM2.5,7,5,6,6,7,6,7,6,6,4,6,7,9,5,6,4,5,7,5,10,8,3,4,5
花蓮,2025/11/18,PM2.5,5,5,3,3,6,7,4,5,8,4,6,6,4,4,4,3,2,6,5,3,3,5,5,2
花蓮,2025/11/19,PM2.5,0,1,2,3,4,1,1,3,8,8,6,6,4,6,8,8,7,4,4,6,11,7,7,6
花蓮,2025/11/20,PM2.5,8,5,2,2,3,3,4,5,4,6,#,9,7,12,9,10,9,9,7,7,11,11,13,7
花蓮,2025/11/21,PM2.5,9,8,11,8,6,7,6,6,5,4,5,6,5,3,4,7,6,4,4,10,9,11,9,6
花蓮,2025/11/22,PM2.5,4,5,4,2,4,3,1,4,6,8,7,5,5,4,3,5,7,7,6,11,8,9,6,4
花蓮,2025/11/23,PM2.5,9,8,7,3,5,4,4,6,7,6,4,7,9,8,9,7,10,9,7,7,10,11,10,11
花蓮,2025/11/24,PM2.5,8,3,4,13,7,3,5,4,9,7,10,11,7,4,8,6,11,13,15,8,11,17,8,8
花蓮,2025/11/25,PM2.5,6,8,5,6,5,11,14,24,17,19,18,19,24,23,20,25,25,28,32,33,30,25,24,25
花蓮,2025/11/26,PM2.5,19,17,21,16,20,21,13,12,11,12,10,15,7,16,9,11,15,13,14,10,12,9,9,8
花蓮,2025/11/27,PM2.5,6,5,3,3,3,1,0,3,8,#,6,5,5,6,6,6,10,8,10,9,11,10,9,6
花蓮,2025/11/28,PM2.5,7,8,8,29,25,30,25,29,33,24,23,25,23,25,27,27,31,22,27,23,25,17,21,11
花蓮,2025/11/29,PM2.5,15,15,16,15,14,14,12,13,11,10,16,16,18,#,#,NA,NA,*,21,13,18,11,14,13
花蓮,2025/11/30,PM2.5,8,3,2,3,0,6,7,12,10,8,8,10,8,7,8,12,10,9,7,11,11,9,5,7
花蓮,2025/12/01,PM2.5,6,3,5,5,3,4,8,8,8,5,4,3,10,7,4,3,7,11,10,12,11,6,3,7
花蓮,2025/12/02,PM2.5,8,5,3,5,5,4,7,4,3,#,10,9,6,5,5,9,10,11,8,7,6,10,9,8
花蓮,2025/12/03,PM2.5,10,8,9,13,17,15,11,9,8,6,11,9,11,11,11,11,8,15,14,15,10,10,9,9
花蓮,2025/12/04,PM2.5,14,11,20,14,10,11,10,9,11,9,5,7,6,3,3,5,6,8,6,10,9,12,10,8
花蓮,2025/12/05,PM2.5,5,6,5,4,6,7,7,6,7,5,4,7,4,5,4,7,4,5,7,6,4,1,0,1
花蓮,2025/12/06,PM2.5,1,2,5,3,1,2,4,7,7,5,4,6,8,6,4,7,9,8,9,5,7,6,5,5
花蓮,2025/12/07,PM2.5,5,5,4,2,5,4,2,2,1,2,1,7,5,NA,7,9,10,15,13,13,10,10,14,8
花蓮,2025/12/08,PM2.5,7,6,5,9,10,9,10,6,4,7,#,6,7,7,5,6,6,5,10,9,6,8,3,17
花蓮,2025/12/09,PM2.5,7,5,4,3,6,4,1,3,3,4,4,3,2,1,4,3,4,2,0,2,3,4,4,2
花蓮,2025/12/10,PM2.5,3,3,4,3,0,2,3,4,2,2,2,5,8,7,9,8,9,15,10,11,10,8,10,6
花蓮,2025/12/11,PM2.5,2,3,3,2,4,5,6,8,7,7,4,5,6,6,10,9,10,9,14,12,11,9,8,10
花蓮,2025/12/12,PM2.5,7,8,5,7,6,6,7,11,6,3,13,12,11,8,9,7,5,4,2,6,10,11,7,5
花蓮,2025/12/13,PM2.5,7,8,6,7,8,7,11,8,8,8,6,6,6,3,9,6,6,7,8,6,5,5,3,2
花蓮,2025/12/14,PM2.5,5,3,3,7,6,9,12,11,15,17,13,16,12,17,16,17,21,14,17,17,15,17,15,14
花蓮,2025/12/15,PM2.5,16,11,12,10,12,11,8,10,14,10,8,5,10,11,6,5,10,14,12,9,10,12,15,7
花蓮,2025/12/16,PM2.5,2,8,11,9,6,5,5,4,4,#,10,7,6,5,6,6,6,12,15,11,13,9,8,8
花蓮,2025/12/17,PM2.5,9,6,7,6,3,4,5,5,8,5,8,6,6,5,4,7,10,8,6,5,7,9,8,8
花蓮,2025/12/18,PM2.5,4,1,5,4,4,7,4,9,7,5,7,10,5,0,3,6,6,7,7,3,14,10,12,8
花蓮,2025/12/19,PM2.5,8,4,4,5,3,5,9,7,6,7,7,4,7,8,5,7,9,11,13,8,5,9,16,1
花蓮,2025/12/20,PM2.5,4,4,4,4,6,4,5,4,3,7,6,5,8,8,7,4,5,4,9,8,4,4,3,4
花蓮,2025/12/21,PM2.5,4,1,1,1,1,1,2,1,1,10,20,25,23,28,24,10,19,15,8,7,14,8,6,10
花蓮,2025/12/22,PM2.5,7,4,7,10,6,7,7,5,8,7,6,4,6,6,9,6,11,8,11,9,10,10,6,7
花蓮,2025/12/23,PM2.5,7,9,8,4,14,17,2,2,4,#,11,11,6,3,5,8,8,6,7,7,10,11,10,7
花蓮,2025/12/24,PM2.5,6,6,6,8,5,2,2,4,3,5,6,5,5,6,7,9,10,11,9,7,5,3,9,6
花蓮,2025/12/25,PM2.5,4,7,6,4,4,7,5,2,5,3,5,5,6,4,2,4,3,1,5,5,2,1,1,0
花蓮,2025/12/26,PM2.5,0,8,6,2,0,0,5,3,3,4,3,3,2,0,0,3,2,9,5,3,5,4,2,2
花蓮,2025/12/27,PM2.5,3,2,2,1,0,1,4,2,3,3,0,0,2,2,0,2,2,1,7,11,13,8,6,3
花蓮,2025/12/28,PM2.5,3,2,5,7,6,5,7,6,7,4,0,1,2,0,0,3,3,4,5,5,3,2,2,7
花蓮,2025/12/29,PM2.5,4,2,1,4,3,2,0,0,9,6,3,2,5,4,1,3,5,4,9,6,8,6,5,7
花蓮,2025/12/30,PM2.5,4,6,4,0,1,2,1,1,0,#,2,1,7,5,3,3,4,6,7,5,6,6,3,2
花蓮,2025/12/31,PM2.5,0,2,4,6,6,3,2,4,2,9,5,1,0,1,0,2,2,2,3,1,3,2,0,1
花蓮,2026/01/01,PM2.5,3,2,3,1,2,4,3,2,4,1,0,2,2,2,2,1,2,6,5,4,2,0,3,3
花蓮,2026/01/02,PM2.5,4,2,4,3,1,4,4,4,4,2,3,2,2,4,3,5,5,6,6,4,3,6,13,10
花蓮,2026/01/03,PM2.5,12,11,9,11,11,10,11,10,12,8,6,3,1,0,1,6,8,9,5,1,2,5,5,2
花蓮,2026/01/04,PM2.5,4,1,1,5,4,2,4,3,2,5,4,1,0,3,3,4,6,13,8,6,9,7,3,2
花蓮,2026/01/05,PM2.5,5,4,4,3,7,6,4,2,4,7,6,2,0,5,4,3,2,11,13,13,12,10,12,8
花蓮,2026/01/06,PM2.5,8,9,7,5,10,7,7,10,7,#,#,23,13,13,12,12,15,21,16,15,21,16,15,14
花蓮,2026/01/07,PM2.5,10,11,12,8,10,12,17,19,16,12,20,10,18,18,16,16,22,21,24,22,17,16,15,12
花蓮,2026/01/08,PM2.5,13,13,9,10,14,12,13,13,14,12,9,10,13,17,13,13,18,18,15,20,15,20,18,19
花蓮,2026/01/09,PM2.5,11,15,12,12,15,14,16,14,22,14,14,13,15,15,13,15,15,17,21,21,27,12,15,17
花蓮,2026/01/10,PM2.5,17,18,17,17,12,15,13,9,14,9,10,10,15,8,6,11,13,8,7,9,7,9,8,6
花蓮,2026/01/11,PM2.5,4,8,7,5,8,8,10,10,11,11,23,28,33,24,21,23,28,19,22,19,16,15,26,22
花蓮,2026/01/12,PM2.5,20,14,16,20,14,13,15,13,15,11,9,9,13,9,11,8,7,16,15,17,21,9,9,11
花蓮,2026/01/13,PM2.5,10,9,11,8,7,11,8,8,10,10,#,13,15,14,13,20,21,17,20,18,17,18,18,16
花蓮,2026/01/14,PM2.5,17,19,11,14,16,13,9,9,11,16,14,14,11,11,14,13,9,17,21,19,21,15,8,6
花蓮,2026/01/15,PM2.5,6,6,6,7,11,10,9,11,10,13,8,5,7,12,12,10,7,8,15,16,17,12,18,10
花蓮,2026/01/16,PM2.5,12,11,11,13,10,12,10,9,10,15,11,21,11,7,7,11,14,9,16,13,10,10,9,13
花蓮,2026/01/17,PM2.5,11,14,11,10,17,14,13,12,11,16,13,14,12,11,11,16,17,15,13,22,18,16,17,18
花蓮,2026/01/18,PM2.5,18,11,12,10,15,12,11,13,14,19,11,15,11,12,13,8,9,7,10,10,7,10,11,11
花蓮,2026/01/19,PM2.5,14,13,17,13,11,7,11,11,8,10,16,14,14,14,13,12,15,15,16,13,12,7,6,6
花蓮,2026/01/20,PM2.5,5,3,3,6,4,7,6,3,3,5,4,4,2,3,4,6,9,6,3,5,4,5,7,1
花蓮,2026/01/21,PM2.5,0,1,6,4,2,2,2,3,1,#,0,3,2,4,3,1,6,4,2,3,2,4,5,3
花蓮,2026/01/22,PM2.5,5,4,3,1,0,2,4,4,2,2,3,2,0,1,3,1,2,1,0,3,4,2,2,5
花蓮,2026/01/23,PM2.5,6,3,1,3,3,1,1,0,3,4,4,3,2,1,5,3,2,3,5,4,2,1,4,5
花蓮,2026/01/24,PM2.5,4,5,4,5,6,9,6,6,5,4,2,2,2,0,1,7,4,1,0,0,1,2,5,2
花蓮,2026/01/25,PM2.5,3,6,4,2,5,6,3,2,5,5,7,5,1,4,4,4,6,10,8,5,8,5,5,4
花蓮,2026/01/26,PM2.5,2,1,8,7,4,4,4,2,5,6,4,5,7,13,10,9,16,12,12,16,9,10,13,11
花蓮,2026/01/27,PM2.5,6,4,5,4,6,5,6,10,8,9,13,11,9,7,6,5,4,2,2,2,4,4,0,0
花蓮,2026/01/28,PM2.5,2,2,4,3,2,4,2,3,5,3,4,13,8,7,11,9,7,12,9,9,5,5,3,2
花蓮,2026/01/29,PM2.5,2,0,4,4,4,7,8,10,7,#,14,11,10,8,6,8,9,12,12,11,11,11,11,9
花蓮,2026/01/30,PM2.5,7,9,7,8,7,5,8,8,7,7,11,9,5,2,1,0,4,6,6,7,14,15,4,10
花蓮,2026/01/31,PM2.5,6,6,7,6,5,3,6,6,4,3,3,4,4,1,3,4,0,0,1,4,2,1,2,4
花蓮,2026/02/01,PM2.5,6,3,0,0,1,2,1,3,3,1,0,1,0,0,1,3,3,1,2,2,0,0,1,2
花蓮,2026/02/02,PM2.5,0,4,5,5,1,1,1,2,3,3,7,5,4,10,6,3,3,0,0,4,2,3,3,8
花蓮,2026/02/03,PM2.5,7,4,8,13,11,8,11,8,10,#,11,18,17,13,17,18,15,13,16,17,15,17,17,14
花蓮,2026/02/04,PM2.5,9,10,17,9,6,7,7,5,7,5,7,8,5,2,6,5,1,5,8,5,9,9,9,7
花蓮,2026/02/05,PM2.5,5,5,6,6,7,4,3,4,2,0,0,3,2,2,2,1,2,2,5,3,3,3,5,6
花蓮,2026/02/06,PM2.5,5,6,5,3,4,4,8,7,5,2,4,10,9,7,6,9,11,11,9,11,10,11,12,12
花蓮,2026/02/07,PM2.5,11,9,10,6,2,3,5,10,6,4,5,7,6,4,4,5,4,5,5,8,7,7,5,5
花蓮,2026/02/08,PM2.5,6,8,5,0,2,3,5,5,5,6,9,14,15,14,16,12,24,23,20,17,20,17,14,17
花蓮,2026/02/09,PM2.5,*,12,11,12,9,7,5,6,12,8,5,4,2,0,0,3,5,4,5,6,9,7,13,11
花蓮,2026/02/10,PM2.5,*,6,6,7,6,8,4,1,1,0,#,5,3,2,3,3,3,4,7,10,6,6,4,5
花蓮,2026/02/11,PM2.5,4,2,2,2,6,5,5,5,6,5,1,2,11,12,7,8,6,6,11,13,15,16,10,12
花蓮,2026/02/12,PM2.5,8,4,8,7,14,9,8,16,12,#,4,13,8,14,16,14,18,15,18,18,23,11,15,17
花蓮,2026/02/13,PM2.5,6,11,10,11,9,7,14,8,8,9,7,5,3,7,4,3,5,9,7,9,6,3,3,8
花蓮,2026/02/14,PM2.5,5,7,7,7,5,5,7,6,13,8,5,7,12,9,12,9,4,8,11,14,15,20,10,7
